timestamps,TP9,AF7,AF8,TP10,Right AUX
1759592755.292,-237.793,-32.227,-26.367,-38.086,0.000
1759592755.296,-276.855,-35.645,-26.855,-37.109,0.000
1759592755.300,94.238,-33.203,-22.949,-35.156,0.000
1759592755.304,246.094,-28.809,-13.184,-35.156,0.000
1759592755.308,-120.605,-26.367,-11.719,-27.344,0.000
1759592755.312,-284.668,-25.391,-16.113,-15.625,0.000
1759592755.316,-2.441,-23.438,-18.555,-13.184,0.000
1759592755.320,290.039,-23.438,-18.555,-22.949,0.000
1759592755.323,0.000,-21.973,-16.602,-24.414,0.000
1759592755.327,-317.383,-27.832,-19.043,-16.602,0.000
1759592755.331,-120.605,-26.855,-20.020,-10.742,0.000
1759592755.335,255.371,-20.020,-12.207,-9.766,0.000
1759592755.339,92.773,-25.879,-7.812,-9.766,0.000
1759592755.343,-277.832,-22.949,-9.277,3.418,0.000
1759592755.347,-208.496,-20.508,-7.324,-2.930,0.000
1759592755.351,172.852,-19.531,-9.766,-18.555,0.000
1759592755.355,191.406,-21.484,-19.531,-16.113,0.000
1759592755.359,-216.797,-25.879,-15.625,-13.184,0.000
1759592755.363,-290.039,-25.391,-10.742,-10.254,0.000
1759592755.366,73.242,-23.438,-6.348,-9.766,0.000
1759592755.370,253.418,-21.973,-5.371,-9.277,0.000
1759592755.374,-115.234,-27.344,-15.625,4.883,0.000
1759592755.378,-308.594,-34.180,-13.672,1.465,0.000
1759592755.382,-30.273,-37.598,-3.418,-17.090,0.000
1759592755.386,268.066,-32.227,-2.930,-13.184,0.000
1759592755.390,4.395,-24.902,-2.441,-7.812,0.000
1759592755.394,-308.105,-23.438,-0.488,1.465,0.000
1759592755.398,-140.625,-21.484,2.441,1.953,0.000
1759592755.402,239.746,-13.184,-5.371,-13.184,0.000
1759592755.405,127.930,-8.789,-8.301,3.418,0.000
1759592755.409,-248.535,-14.648,2.441,14.648,0.000
1759592755.413,-229.980,-20.996,2.441,-0.488,0.000
1759592755.417,144.531,-21.973,-5.371,-8.301,0.000
1759592755.421,202.148,-17.578,-11.719,-7.324,0.000
1759592755.425,-195.801,-23.438,-3.418,-12.695,0.000
1759592755.429,-289.062,-26.367,-0.488,-13.184,0.000
1759592755.433,48.340,-22.461,-11.719,-11.230,0.000
1759592755.437,265.137,-25.879,-13.672,-18.066,0.000
1759592755.441,-68.359,-30.762,-9.277,-21.484,0.000
1759592755.445,-306.641,-35.645,-10.254,-13.672,0.000
1759592755.448,-64.941,-36.133,-9.277,-15.137,0.000
1759592755.452,267.090,-30.762,-3.906,-16.602,0.000
1759592755.456,44.922,-27.344,-4.395,-9.277,0.000
1759592755.460,-285.156,-29.297,-10.742,-7.812,0.000
1759592755.464,-168.945,-30.273,-12.695,-2.930,0.000
1759592755.468,210.938,-31.250,-8.789,-6.836,0.000
1759592755.472,142.090,-38.086,-4.395,-16.602,0.000
1759592755.476,-255.859,-44.434,-8.789,-7.812,0.000
1759592755.480,-258.301,-41.504,-13.672,-3.906,0.000
1759592755.484,117.676,-31.738,-7.812,-11.719,0.000
1759592755.488,219.727,-28.809,-4.883,-17.090,0.000
1759592755.491,-164.062,-33.203,-6.348,-17.090,0.000
1759592755.495,-289.062,-37.598,-8.789,-19.531,0.000
1759592755.499,23.926,-30.762,-10.254,-18.555,0.000
1759592755.503,268.555,-24.414,-9.277,-9.766,0.000
1759592755.507,-53.711,-26.367,-11.230,-4.395,0.000
1759592755.511,-308.105,-27.344,-9.766,-2.930,0.000
1759592755.515,-83.008,-26.855,-4.883,-18.066,0.000
1759592755.519,255.371,-28.320,-9.277,-25.879,0.000
1759592755.523,65.430,-34.180,-9.766,-21.973,0.000
1759592755.527,-279.785,-34.668,-6.348,-20.020,0.000
1759592755.530,-177.734,-27.344,-7.324,-18.555,0.000
1759592755.534,223.633,-25.879,-11.719,-23.926,0.000
1759592755.538,180.176,-20.996,-10.254,-21.484,0.000
1759592755.542,-234.863,-20.996,-12.207,-18.066,0.000
1759592755.546,-259.766,-18.555,-17.090,-19.043,0.000
1759592755.550,104.004,-12.207,-18.066,-22.949,0.000
1759592755.554,233.398,-15.625,-20.508,-10.254,0.000
1759592755.558,-143.555,-25.391,-19.043,-0.977,0.000
1759592755.562,-300.781,-30.273,-13.672,-19.531,0.000
1759592755.566,2.441,-25.879,-16.602,-30.273,0.000
1759592755.570,276.367,-28.320,-15.625,-27.344,0.000
1759592755.573,-33.691,-30.762,-7.324,-19.043,0.000
1759592755.577,-317.383,-25.879,-1.953,-15.137,0.000
1759592755.581,-116.211,-28.320,-6.836,-21.484,0.000
1759592755.585,250.488,-29.297,-8.301,-24.414,0.000
1759592755.589,95.703,-27.832,-5.859,-19.531,0.000
1759592755.593,-273.438,-26.367,-11.719,-16.602,0.000
1759592755.597,-198.242,-24.414,-15.137,-10.742,0.000
1759592755.601,181.641,-25.391,-15.625,-10.254,0.000
1759592755.605,181.152,-30.762,-8.301,-15.137,0.000
1759592755.609,-220.215,-31.250,-4.883,-12.695,0.000
1759592755.612,-279.297,-31.250,-11.230,-11.230,0.000
1759592755.616,71.289,-30.762,-16.113,-8.789,0.000
1759592755.620,233.398,-32.227,-17.090,-12.207,0.000
1759592755.624,-127.930,-29.785,-11.719,-19.043,0.000
1759592755.628,-310.547,-21.484,-11.719,-13.672,0.000
1759592755.632,-37.598,-26.367,-14.160,-11.230,0.000
1759592755.636,257.324,-26.855,-8.789,-24.414,0.000
1759592755.640,-2.930,-19.531,-2.930,-11.230,0.000
1759592755.644,-309.570,-22.461,-7.324,-6.348,0.000
1759592755.648,-149.902,-22.461,-8.789,-20.508,0.000
1759592755.652,227.539,-17.578,-8.789,-23.438,0.000
1759592755.655,108.887,-24.414,-14.160,-22.949,0.000
1759592755.659,-270.996,-31.738,-15.625,-11.230,0.000
1759592755.663,-239.746,-30.762,-14.160,-14.160,0.000
1759592755.667,130.859,-27.832,-12.695,-17.578,0.000
1759592755.671,169.922,-26.855,-15.137,-18.066,0.000
1759592755.675,-225.098,-30.273,-13.184,-18.066,0.000
1759592755.679,-306.152,-29.297,-6.836,-12.695,0.000
1759592755.683,21.484,-26.367,-6.836,-19.043,0.000
1759592755.687,220.215,-25.879,-12.695,-23.438,0.000
1759592755.691,-114.258,-25.391,-14.160,-12.207,0.000
1759592755.695,-328.125,-22.461,-9.277,-10.742,0.000
1759592755.698,-79.102,-23.438,-8.301,-24.414,0.000
1759592755.702,240.234,-22.949,-14.648,-15.137,0.000
1759592755.706,3.906,-19.531,-14.648,-3.418,0.000
1759592755.710,-327.637,-16.113,-13.672,-12.207,0.000
1759592755.714,-185.547,-15.137,-17.090,-13.672,0.000
1759592755.718,200.684,-20.508,-13.184,-17.578,0.000
1759592755.722,112.793,-22.949,-11.719,-15.137,0.000
1759592755.726,-275.391,-25.879,-12.695,-8.789,0.000
1759592755.730,-263.672,-31.250,-18.066,-12.695,0.000
1759592755.734,125.000,-25.391,-16.602,-13.672,0.000
1759592755.737,218.262,-23.438,-17.578,-15.137,0.000
1759592755.741,-171.875,-27.832,-21.484,-12.207,0.000
1759592755.745,-293.945,-27.832,-19.043,-12.207,0.000
1759592755.749,21.973,-24.902,-26.855,-10.742,0.000
1759592755.753,258.789,-24.414,-25.879,-12.695,0.000
1759592755.757,-70.801,-22.949,-17.090,-21.973,0.000
1759592755.761,-315.430,-24.902,-19.531,-18.555,0.000
1759592755.765,-83.496,-27.832,-21.484,-18.066,0.000
1759592755.769,248.535,-30.273,-21.973,-26.855,0.000
1759592755.773,43.457,-33.691,-20.508,-22.461,0.000
1759592755.777,-298.828,-32.227,-17.578,-6.348,0.000
1759592755.780,-201.660,-32.227,-17.578,-13.672,0.000
1759592755.784,177.734,-31.738,-21.973,-32.227,0.000
1759592755.788,140.625,-31.250,-19.531,-29.297,0.000
1759592755.792,-246.094,-32.227,-21.973,-16.113,0.000
1759592755.796,-271.484,-30.273,-22.461,-19.043,0.000
1759592755.800,96.191,-26.855,-18.066,-32.227,0.000
1759592755.804,227.539,-27.832,-21.484,-34.668,0.000
1759592755.808,-153.320,-32.715,-22.949,-23.438,0.000
1759592755.812,-306.152,-34.668,-22.949,-18.555,0.000
1759592755.816,-0.488,-31.250,-21.973,-26.855,0.000
1759592755.820,254.883,-34.668,-25.391,-40.039,0.000
1759592755.823,-51.270,-37.598,-23.438,-31.738,0.000
1759592755.827,-314.941,-32.227,-13.672,-18.555,0.000
1759592755.831,-115.723,-35.645,-13.672,-18.066,0.000
1759592755.835,233.398,-32.715,-13.672,-20.508,0.000
1759592755.839,60.059,-25.391,-13.672,-7.324,0.000
1759592755.843,-298.828,-26.855,-14.648,-0.488,0.000
1759592755.847,-212.891,-25.391,-9.766,-16.113,0.000
1759592755.851,178.711,-24.414,-9.277,-24.414,0.000
1759592755.855,170.410,-30.273,-5.371,-18.066,0.000
1759592755.859,-236.328,-27.344,4.395,-20.020,0.000
1759592755.862,-291.992,-21.484,6.348,-31.250,0.000
1759592755.866,53.711,-20.508,4.395,-40.527,0.000
1759592755.870,213.379,-26.367,11.719,-47.363,0.000
1759592755.874,-165.527,-24.902,23.926,-47.852,0.000
1759592755.878,-373.535,-26.367,26.855,-74.707,0.000
1759592755.882,-117.188,-35.156,24.902,-102.539,0.000
1759592755.886,163.086,-21.973,32.227,-106.934,0.000
1759592755.890,-121.582,-19.531,44.434,-120.605,0.000
1759592755.894,-435.059,-31.738,39.062,-145.020,0.000
1759592755.898,-273.926,-29.297,35.156,-160.156,0.000
1759592755.902,82.520,-11.230,47.852,-172.363,0.000
1759592755.905,-64.941,-11.230,65.918,-185.547,0.000
1759592755.909,-450.195,-14.160,58.594,-192.383,0.000
1759592755.913,-401.367,-7.324,50.293,-188.965,0.000
1759592755.917,-27.344,-14.648,63.965,-210.449,0.000
1759592755.921,-7.324,-18.066,60.547,-221.680,0.000
1759592755.925,-410.645,-15.137,53.223,-216.797,0.000
1759592755.929,-480.957,-22.461,44.434,-206.055,0.000
1759592755.933,-131.836,-24.414,42.969,-204.102,0.000
1759592755.937,75.195,-14.648,52.734,-208.496,0.000
1759592755.941,-274.414,-13.672,50.781,-197.266,0.000
1759592755.944,-492.188,-19.043,46.387,-182.617,0.000
1759592755.948,-220.703,-19.043,47.363,-173.828,0.000
1759592755.952,116.211,-19.043,46.387,-167.480,0.000
1759592755.956,-116.699,-25.391,42.969,-145.508,0.000
1759592755.960,-432.617,-27.344,43.457,-138.672,0.000
1759592755.964,-279.785,-30.762,42.480,-144.531,0.000
1759592755.968,104.492,-35.156,32.715,-144.043,0.000
1759592755.972,24.902,-29.297,23.926,-122.070,0.000
1759592755.976,-330.566,-25.879,31.738,-81.055,0.000
1759592755.980,-308.594,-30.273,38.574,-69.824,0.000
1759592755.984,75.684,-30.273,28.320,-71.289,0.000
1759592755.987,172.852,-29.785,22.461,-56.641,0.000
1759592755.991,-218.262,-31.250,13.672,-48.340,0.000
1759592755.995,-328.125,-37.109,9.766,-41.504,0.000
1759592755.999,15.625,-36.621,10.742,-28.320,0.000
1759592756.003,254.883,-41.016,-4.883,-28.320,0.000
1759592756.007,-73.730,-44.434,-17.578,-21.484,0.000
1759592756.011,-282.715,-43.457,-18.066,-12.695,0.000
1759592756.015,-29.297,-44.922,-24.902,-4.883,0.000
1759592756.019,276.855,-44.434,-30.762,6.836,0.000
1759592756.023,66.406,-50.293,-32.227,9.277,0.000
1759592756.027,-267.090,-51.270,-39.551,13.672,0.000
1759592756.030,-133.789,-44.434,-41.504,20.020,0.000
1759592756.034,259.277,-41.016,-44.434,29.785,0.000
1759592756.038,207.031,-36.133,-43.457,39.062,0.000
1759592756.042,-183.594,-36.621,-43.945,35.156,0.000
1759592756.046,-200.684,-35.156,-49.805,31.250,0.000
1759592756.050,164.062,-30.273,-40.039,31.250,0.000
1759592756.054,288.574,-26.367,-32.715,37.598,0.000
1759592756.058,-83.984,-12.207,-29.297,57.617,0.000
1759592756.062,-217.773,-30.273,-39.062,61.035,0.000
1759592756.066,63.477,-61.035,-44.434,29.297,0.000
1759592756.070,290.039,-27.832,-29.785,9.277,0.000
1759592756.073,-3.906,1.465,-38.574,25.879,0.000
1759592756.077,-279.297,-15.137,-28.320,39.062,0.000
1759592756.081,-103.516,-26.855,-12.695,7.812,0.000
1759592756.085,217.285,-33.203,-21.484,-38.574,0.000
1759592756.089,33.203,-30.273,-19.531,-52.246,0.000
1759592756.093,-330.566,-34.180,-11.230,-52.246,0.000
1759592756.097,-264.160,-18.066,21.484,-68.359,0.000
1759592756.101,95.703,-12.695,28.809,-111.328,0.000
1759592756.105,57.617,-35.156,7.812,-129.883,0.000
1759592756.109,-331.055,-20.996,18.066,-119.141,0.000
1759592756.112,-375.488,-15.137,23.438,-126.953,0.000
1759592756.116,-30.762,-13.184,37.109,-130.371,0.000
1759592756.120,129.395,-2.930,45.898,-126.465,0.000
1759592756.124,-245.605,-11.230,21.973,-114.746,0.000
1759592756.128,-416.016,-18.555,14.648,-110.352,0.000
1759592756.132,-113.281,-24.902,32.227,-111.328,0.000
1759592756.136,184.082,-34.180,38.086,-98.633,0.000
1759592756.140,-86.426,-35.156,32.715,-81.055,0.000
1759592756.144,-360.840,-31.250,29.785,-58.105,0.000
1759592756.148,-159.180,-29.297,26.855,-44.434,0.000
1759592756.152,221.191,-32.715,20.508,-39.062,0.000
1759592756.155,97.168,-31.738,17.090,-22.461,0.000
1759592756.159,-261.719,-29.785,10.254,-11.230,0.000
1759592756.163,-205.078,-32.227,1.953,-12.695,0.000
1759592756.167,189.453,-24.902,-2.930,-8.301,0.000
1759592756.171,226.074,-20.508,-3.906,2.441,0.000
1759592756.175,-167.480,-20.020,0.488,5.859,0.000
