timestamps,TP9,AF7,AF8,TP10,Right AUX
1759595984.163,163.086,10.742,42.969,16.113,0.000
1759595984.167,-20.508,12.695,33.691,3.906,0.000
1759595984.171,-164.551,11.230,33.691,3.418,0.000
1759595984.175,-44.434,14.648,48.828,9.277,0.000
1759595984.179,159.668,17.090,50.781,10.254,0.000
1759595984.183,49.805,16.113,42.480,5.371,0.000
1759595984.187,-155.762,10.254,38.574,-1.465,0.000
1759595984.190,-113.770,1.953,35.645,-14.160,0.000
1759595984.194,114.746,3.418,34.180,-8.301,0.000
1759595984.198,109.863,8.789,32.715,0.000,0.000
1759595984.202,-113.770,10.742,34.668,-1.465,0.000
1759595984.206,-133.301,11.230,39.551,-5.371,0.000
1759595984.210,75.195,13.672,36.133,-7.324,0.000
1759595984.214,160.156,16.602,36.621,14.160,0.000
1759595984.218,-50.293,19.531,32.227,29.785,0.000
1759595984.222,-147.949,19.043,30.762,11.230,0.000
1759595984.226,23.926,18.066,42.480,0.488,0.000
1759595984.229,182.129,19.043,50.293,10.254,0.000
1759595984.233,-1.953,12.207,47.852,1.465,0.000
1759595984.237,-160.645,16.113,47.363,-6.348,0.000
1759595984.241,-50.293,21.484,44.922,-2.441,0.000
1759595984.245,167.969,17.090,41.992,11.719,0.000
1759595984.249,80.078,15.137,44.434,10.254,0.000
1759595984.253,-129.883,13.184,46.387,-5.371,0.000
1759595984.257,-92.773,15.625,40.039,-5.371,0.000
1759595984.261,124.512,14.160,33.203,10.742,0.000
1759595984.265,129.395,13.184,37.598,4.395,0.000
1759595984.269,-95.703,13.672,41.016,-1.465,0.000
1759595984.272,-136.230,16.113,42.480,-5.371,0.000
1759595984.276,60.059,20.996,42.969,-1.953,0.000
1759595984.280,167.969,24.414,43.457,10.254,0.000
1759595984.284,-44.434,17.578,43.457,0.977,0.000
1759595984.288,-160.645,15.625,43.457,-6.836,0.000
1759595984.292,4.395,16.113,45.410,-0.977,0.000
1759595984.296,177.734,12.695,43.945,7.324,0.000
1759595984.300,11.230,8.789,43.457,-6.348,0.000
1759595984.304,-160.645,9.766,45.410,-3.418,0.000
1759595984.308,-67.871,13.672,37.598,7.812,0.000
1759595984.311,145.020,14.160,39.062,0.000,0.000
1759595984.315,77.148,14.648,42.969,-4.395,0.000
1759595984.319,-143.555,13.184,38.574,-9.766,0.000
1759595984.323,-124.512,12.207,36.133,-8.789,0.000
1759595984.327,98.633,13.672,31.738,-1.465,0.000
1759595984.331,130.859,14.648,35.645,0.977,0.000
1759595984.335,-92.773,15.137,37.598,-5.859,0.000
1759595984.339,-152.344,16.113,41.016,-13.184,0.000
1759595984.343,36.621,11.230,43.945,2.930,0.000
1759595984.347,166.016,11.719,41.504,11.719,0.000
1759595984.351,-29.297,17.090,39.062,7.812,0.000
1759595984.354,-166.016,19.531,37.598,2.930,0.000
1759595984.358,-38.086,20.508,36.133,-7.812,0.000
1759595984.362,157.715,19.531,35.645,0.488,0.000
1759595984.366,37.109,22.461,40.039,1.465,0.000
1759595984.370,-158.691,21.973,41.992,-10.742,0.000
1759595984.374,-93.750,17.578,39.551,-12.207,0.000
1759595984.378,131.836,15.625,37.109,3.906,0.000
1759595984.382,95.215,20.020,35.156,2.930,0.000
1759595984.386,-129.395,21.484,36.133,-14.648,0.000
1759595984.390,-123.047,25.391,39.551,-7.812,0.000
1759595984.394,95.703,29.785,37.109,14.160,0.000
1759595984.397,147.949,21.484,29.297,17.090,0.000
1759595984.401,-73.730,23.438,33.203,-2.441,0.000
1759595984.405,-155.273,25.391,33.203,-16.602,0.000
1759595984.409,22.949,18.555,30.762,-7.812,0.000
1759595984.413,169.434,20.020,34.668,4.395,0.000
1759595984.417,-19.531,26.367,41.504,-5.371,0.000
1759595984.421,-169.922,22.461,41.504,-15.137,0.000
1759595984.425,-46.387,20.996,36.133,-6.836,0.000
1759595984.429,168.945,28.809,37.598,9.766,0.000
1759595984.433,57.129,25.391,34.668,5.371,0.000
1759595984.436,-142.578,20.996,25.879,-2.441,0.000
1759595984.440,-80.566,21.973,31.250,3.906,0.000
1759595984.444,133.789,21.973,41.016,13.672,0.000
1759595984.448,118.164,25.391,46.387,2.441,0.000
1759595984.452,-106.934,23.438,38.574,-6.348,0.000
1759595984.456,-135.254,20.508,33.203,1.465,0.000
1759595984.460,68.359,19.531,39.551,-0.977,0.000
1759595984.464,150.391,14.648,31.738,-10.742,0.000
1759595984.468,-70.312,13.672,24.414,-26.855,0.000
1759595984.472,-164.062,16.113,30.273,-18.555,0.000
1759595984.476,5.371,18.555,33.691,-11.230,0.000
1759595984.479,164.551,14.648,35.156,-16.113,0.000
1759595984.483,-5.371,11.230,29.297,-10.254,0.000
1759595984.487,-166.016,12.695,24.414,-4.883,0.000
1759595984.491,-73.242,9.766,35.645,-18.555,0.000
1759595984.495,138.184,7.812,41.504,-11.230,0.000
1759595984.499,59.570,8.789,38.086,-3.418,0.000
1759595984.503,-147.461,12.695,37.598,-14.648,0.000
1759595984.507,-103.516,13.184,39.551,-13.184,0.000
1759595984.511,120.605,11.719,35.645,-3.418,0.000
1759595984.515,129.883,8.789,34.668,0.977,0.000
1759595984.518,-98.633,15.625,36.133,-7.812,0.000
1759595984.522,-144.531,23.438,40.527,-18.555,0.000
1759595984.526,47.852,22.461,46.875,-4.883,0.000
1759595984.530,161.621,21.973,44.434,15.625,0.000
1759595984.534,-49.316,15.625,41.504,6.348,0.000
1759595984.538,-171.875,16.113,41.016,-4.883,0.000
1759595984.542,-19.531,17.090,39.062,-1.953,0.000
1759595984.546,171.875,15.137,37.598,13.672,0.000
1759595984.550,27.832,17.578,43.945,13.184,0.000
1759595984.554,-146.973,21.484,46.875,2.930,0.000
1759595984.558,-64.941,20.020,41.016,-0.488,0.000
1759595984.561,145.996,16.113,35.645,12.207,0.000
1759595984.565,97.168,17.578,37.598,8.301,0.000
1759595984.569,-119.141,20.020,37.598,4.883,0.000
1759595984.573,-113.770,20.508,34.180,4.883,0.000
1759595984.577,106.934,18.066,37.598,8.789,0.000
1759595984.581,150.391,21.973,36.133,11.719,0.000
1759595984.585,-68.359,29.785,41.992,-3.906,0.000
1759595984.589,-125.000,23.438,45.410,1.465,0.000
1759595984.593,54.199,14.648,35.645,19.531,0.000
1759595984.597,175.293,17.578,39.062,13.184,0.000
1759595984.601,-15.137,22.461,39.551,7.324,0.000
1759595984.604,-146.973,17.578,41.992,2.930,0.000
1759595984.608,-19.043,16.113,51.758,3.418,0.000
1759595984.612,176.270,21.484,53.223,11.719,0.000
1759595984.616,41.992,23.438,48.340,11.719,0.000
1759595984.620,-154.785,20.020,41.504,5.371,0.000
1759595984.624,-81.055,14.160,36.133,1.465,0.000
1759595984.628,130.859,12.207,30.273,4.883,0.000
1759595984.632,103.027,17.090,30.273,6.348,0.000
1759595984.636,-108.887,18.066,32.715,4.883,0.000
1759595984.640,-128.418,14.160,36.621,-8.301,0.000
1759595984.643,76.660,18.066,41.016,-7.812,0.000
1759595984.647,140.625,21.484,39.062,5.859,0.000
1759595984.651,-81.055,9.766,39.062,-0.977,0.000
1759595984.655,-163.086,7.324,32.227,-12.695,0.000
1759595984.659,9.277,11.719,33.203,2.441,0.000
1759595984.663,160.156,8.301,37.598,11.230,0.000
1759595984.667,-25.879,10.254,41.504,-1.953,0.000
1759595984.671,-165.527,12.695,42.969,-6.348,0.000
1759595984.675,-43.945,16.113,40.039,-7.812,0.000
1759595984.679,150.391,18.066,39.062,6.836,0.000
1759595984.683,47.363,15.137,38.574,4.883,0.000
1759595984.686,-148.926,17.578,41.992,-20.020,0.000
1759595984.690,-100.098,15.625,43.945,-18.555,0.000
1759595984.694,130.371,13.672,42.480,4.395,0.000
1759595984.698,134.277,14.160,41.016,10.742,0.000
1759595984.702,-99.609,17.578,42.480,8.789,0.000
1759595984.706,-134.277,18.555,35.645,6.348,0.000
1759595984.710,66.895,16.113,34.668,7.812,0.000
1759595984.714,155.273,14.160,41.992,7.812,0.000
1759595984.718,-62.988,6.836,31.738,-13.672,0.000
1759595984.722,-162.109,5.859,22.461,-14.160,0.000
1759595984.726,7.812,12.695,27.832,8.789,0.000
1759595984.729,175.293,21.973,38.574,15.625,0.000
1759595984.733,8.789,19.043,32.715,2.441,0.000
1759595984.737,-149.414,8.789,32.227,-1.953,0.000
1759595984.741,-57.617,3.418,36.621,4.883,0.000
1759595984.745,155.273,1.953,38.574,11.230,0.000
1759595984.749,89.844,8.789,44.434,13.184,0.000
1759595984.753,-115.234,9.766,36.621,9.766,0.000
1759595984.757,-98.145,0.488,32.227,10.742,0.000
1759595984.761,112.793,-0.488,31.738,8.789,0.000
1759595984.765,135.742,2.930,31.738,8.789,0.000
1759595984.768,-92.285,4.883,34.180,5.859,0.000
1759595984.772,-139.648,6.836,34.668,6.836,0.000
1759595984.776,52.734,7.812,36.133,1.953,0.000
1759595984.780,166.504,6.836,33.691,5.859,0.000
1759595984.784,-31.738,5.371,30.273,-1.953,0.000
1759595984.788,-156.738,9.766,30.273,-16.602,0.000
1759595984.792,-15.137,8.789,35.156,-13.672,0.000
1759595984.796,176.758,10.254,38.574,-1.953,0.000
1759595984.800,26.855,14.648,29.297,-2.441,0.000
1759595984.804,-159.180,16.113,27.344,-13.672,0.000
1759595984.808,-75.684,18.555,40.039,-9.766,0.000
1759595984.811,151.367,14.648,40.527,11.230,0.000
1759595984.815,113.770,10.742,34.668,9.766,0.000
1759595984.819,-116.699,11.719,37.598,-8.301,0.000
1759595984.823,-125.488,10.742,30.273,-15.625,0.000
1759595984.827,91.797,9.766,32.715,-6.348,0.000
1759595984.831,141.113,12.207,35.645,0.488,0.000
1759595984.835,-84.961,13.672,34.180,-2.930,0.000
1759595984.839,-156.738,15.625,39.062,-9.277,0.000
1759595984.843,32.227,18.555,41.016,1.465,0.000
1759595984.847,172.363,18.555,39.551,11.230,0.000
1759595984.850,-21.484,15.137,42.480,4.883,0.000
1759595984.854,-162.598,13.184,42.969,1.953,0.000
1759595984.858,-28.320,13.672,34.180,-0.977,0.000
1759595984.862,172.363,11.719,32.227,12.695,0.000
1759595984.866,40.039,13.672,38.086,6.836,0.000
1759595984.870,-153.809,17.090,42.969,-0.977,0.000
1759595984.874,-87.402,13.184,39.062,1.465,0.000
1759595984.878,138.184,14.648,41.992,15.625,0.000
1759595984.882,118.164,19.043,42.969,11.719,0.000
1759595984.886,-107.422,12.695,33.691,-1.953,0.000
1759595984.890,-122.559,12.695,34.180,8.301,0.000
1759595984.893,89.844,17.090,41.016,19.531,0.000
1759595984.897,149.902,15.137,38.574,13.184,0.000
1759595984.901,-65.918,16.113,36.621,2.441,0.000
1759595984.905,-146.973,10.742,37.598,-0.977,0.000
1759595984.909,22.949,15.137,40.527,11.230,0.000
1759595984.913,185.547,21.973,46.387,23.438,0.000
1759595984.917,6.348,15.625,47.852,7.812,0.000
1759595984.921,-147.949,13.672,41.016,10.254,0.000
1759595984.925,-35.156,16.602,41.992,8.301,0.000
1759595984.929,160.156,15.137,43.945,2.930,0.000
1759595984.933,60.547,16.602,41.992,8.789,0.000
1759595984.936,-134.277,22.949,47.363,8.301,0.000
1759595984.940,-96.191,21.973,45.898,-4.395,0.000
1759595984.944,125.488,21.484,39.062,5.859,0.000
1759595984.948,139.160,22.461,44.922,21.484,0.000
1759595984.952,-83.496,17.090,45.898,12.207,0.000
1759595984.956,-128.906,15.625,48.340,6.348,0.000
1759595984.960,69.824,13.184,46.875,6.836,0.000
1759595984.964,164.551,11.230,37.598,4.395,0.000
1759595984.968,-44.434,14.160,32.227,4.883,0.000
1759595984.972,-152.344,15.625,40.039,1.465,0.000
1759595984.975,7.324,19.043,43.945,6.348,0.000
1759595984.979,182.129,18.066,38.086,14.160,0.000
1759595984.983,12.207,20.020,37.109,-3.418,0.000
1759595984.987,-154.785,25.879,38.574,-13.184,0.000
1759595984.991,-59.570,21.973,38.574,-7.324,0.000
1759595984.995,149.414,20.020,39.062,5.371,0.000
1759595984.999,78.125,18.066,34.180,-3.906,0.000
1759595985.003,-141.602,16.602,35.645,-17.578,0.000
1759595985.007,-119.629,21.484,32.227,-10.742,0.000
1759595985.011,109.375,18.555,20.996,2.441,0.000
1759595985.015,131.836,17.090,27.344,-8.789,0.000
1759595985.018,-96.191,23.438,36.621,-22.461,0.000
1759595985.022,-143.066,21.484,32.715,-19.531,0.000
1759595985.026,45.410,12.207,23.438,-13.184,0.000
